text	url	keep	topics	sentiments	topics2	sentiments2	api_sentiment
Rest of the story tells it self yeah .. Very goody I enjoyed it very much .. Venus up front the defeat ... Pop .. Very good . King Richard ... #KingRichard	https://twitter.com/i/web/status/1466912238338379780	1	rev	p			p
Today I have watched 2 good films.. C’mon C’mon &amp; King Richard	https://twitter.com/i/web/status/1466910421319925763	1	rev	p			p
Btw King Richard on HBO is a solid 10/10	https://twitter.com/i/web/status/1466910155078090759	1	rev	p			p
I just had a ten minute conversation with a random straight male coworker about gaga/house of gucci AND serena williams/king richard https://t.co/ON9lEEyFFr	https://twitter.com/i/web/status/1466909470223568899	1	rev	o	other	o	p
Finally getting around to watching #KingRichard	https://twitter.com/i/web/status/1466907988334026754	1	rev	o	other	o	o
King Richard was solid. Shoutout to the Girl Dads out there boy 👏🏾👏🏾👏🏾	https://twitter.com/i/web/status/1466906612984078342	1	rev	p			p
King Richard movie of the year !!!	https://twitter.com/i/web/status/1466906557623324672	1	rev	p			o
Just watched #KingRichard WOW!! So good I want you to watch it again. I’ve left the cinema feeling different!	https://twitter.com/i/web/status/1466904865418973190	1	rev	p			p
Just watched KING RICHARD!! Great movie and fantastic history, definitelly worth watching!!	https://twitter.com/i/web/status/1466902261905469450	1	rev	p			p
I need a King Richard 2, or the extended version.	https://twitter.com/i/web/status/1466899417525592069	1	rev	o	rev	p	o
Best Original Song #Oscars predictions for November:  1. “Be Alive” – King Richard 2. “No Time to Die” – No Time to Die 3. “Dos Oruguitas” – Encanto 4. “Down to Joy” – Belfast 5. “Believe” – The Rescue  Full category rundown at @Filmotomy - https://t.co/TrQucPnrLJ https://t.co/EaF564p12l	https://twitter.com/i/web/status/1466899360533258252	1	rev	p			p
King Richard. I cried about 6 times. Incredible film.	https://twitter.com/i/web/status/1466898105886990339	1	rev	p			n
Six years already… 😔 but I was happy to hear Plush in King Richard. 🙌🏾❤️ https://t.co/hSMTXBCKef	https://twitter.com/i/web/status/1466897497159344128	1	rev	p			p
My ★★★★ review of King Richard on @letterboxd: https://t.co/dp0aX5izTA	https://twitter.com/i/web/status/1466895335633137666	1	rev	p			o
Great read, especially, after watching King Richard. That Time Serena Williams Made My Day  @davidepstein https://t.co/4dUXHZtCp0	https://twitter.com/i/web/status/1466894221239930881	1	rev	p			p
King Richard was dope. Great story	https://twitter.com/i/web/status/1466893695941283841	1	rev	p			p
"Now that I've seen King Richard and loved it, I am excited to bully ""feminists"" who complained about it even more"	https://twitter.com/i/web/status/1466893077684043786	1	rev	p			p
Serena and Venus Williams' dad 'King Richard' shows pushy parents are not all bad https://t.co/f8CkyNka6g	https://twitter.com/i/web/status/1466893016329773057	1	rev	o			p
king richard is one of the best movies of the year, my face literally hurts from the grin i had on my face for most of the movie	https://twitter.com/i/web/status/1466892943193686022	1	rev	p			p
King Richard is a great movie	https://twitter.com/i/web/status/1466892806476161025	1	rev	p			p
truly one of the greatest movies I’ve watched in the last few years and definitely top 10 biopics, very inspiring and emotional, oscar worthy film with an outstanding performance from a great cast. highly recommended. #KingRichard https://t.co/gMVpznxqcZ	https://twitter.com/i/web/status/1466892733574963200	1	rev	p			p
explain why the most popular king richard reviews are only at 3 stars ? deserves minimum 4.5 idc	https://twitter.com/i/web/status/1466890806304849924	1	rev	p			p
King Richard is such a good movie.	https://twitter.com/i/web/status/1466890298240475140	1	rev	p			p
Been like a week and i still cant get over King Richard dawg	https://twitter.com/i/web/status/1466888410996506634	1	rev	p			p
King Richard 🔥	https://twitter.com/i/web/status/1466887983928328193	1	rev	p			o
Just seen King Richard with @Bentleysbird and @Katspur71   Amazing film, thoroughly recommend.   I was so engrossed I was actually clapping the winning shots 🤦🏼‍♀️	https://twitter.com/i/web/status/1466884867858309125	1	rev	p			p
me and my friend went in not knowing anything except that Will Smith is the lead actor, we left saying its one of the best movies we’ve ever seen. 100/10 recommended #KingRichard our favorite part is when it clicked for both of us who the movie was about since we went in blindly!	https://twitter.com/i/web/status/1466883746393636873	1	rev	p			p
King Richard is a great movie	https://twitter.com/i/web/status/1466882959680712708	1	rev	p			p
Really enjoyed this! Some awesome lessons learnt #KingRichard https://t.co/QSVkyb1tI4	https://twitter.com/i/web/status/1466882685939466242	1	rev	p			p
KING RICHARD shows the incredible POWER OF STORY!  It's fascinating how— even after knowing the way true situations will turn out—the stories behind the historical phenomena of Venus &amp; Serena Williams &amp; the unbelievable designer of their success, their father, Richard Williams... https://t.co/AO5naXaEIh	https://twitter.com/i/web/status/1466882636513562624	1	rev	p			p
I rated King Richard (2021) 9/10  #IMDb ❤️❤️ https://t.co/0JFNaYHc8i	https://twitter.com/i/web/status/1466882565965594631	1	rev	p			o
Is it just me or is #KingRichard one of the best sports movies to come out in a long time? Great story, great acting, and unbelievably well done 👏🏼	https://twitter.com/i/web/status/1466882297286647811	1	rev	p			p
King Richard is outstanding! The whole family were gripped, and all of us had very wet eyes.	https://twitter.com/i/web/status/1466881310803337220	1	rev	p			p
15 minutes into King Richard and I’m already emotional	https://twitter.com/i/web/status/1466881102493241344	1	rev	p			p
King Richard 10/10 recommend	https://twitter.com/i/web/status/1466879135100411912	1	rev	p			p
King Richard movie went crazy 🔥	https://twitter.com/i/web/status/1466877049252073475	1	rev	p			n
King Richard about to have me in here bawling🥺	https://twitter.com/i/web/status/1466874375811092486	1	rev	p			o
I rated King Richard (2021) 6/10  #IMDb https://t.co/fHdqRbfOz1	https://twitter.com/i/web/status/1466874051897569281	1	rev	o			o
Watching King Richard   I hate nyggas.	https://twitter.com/i/web/status/1466873752231284738	1	rev	o	rev	n	n
1000000000/10 recommend King Richard pls watch	https://twitter.com/i/web/status/1466872732549894145	1	rev	p			p
why the hell did they call the serena and venus movie king richard, i really thought it was a boring ass movie about some white british aristocrate	https://twitter.com/i/web/status/1466870653647306763	1	rev	o	rev	n	n
King Richard really was a great ass movie	https://twitter.com/i/web/status/1466870414144155649	1	rev	p			p
King Richard 👌🏼	https://twitter.com/i/web/status/1466869938698792965	1	rev	p			o
king richard is so good, one of the best movies i’ve seen this year	https://twitter.com/i/web/status/1466869002823770121	1	rev	p			p
On Thanksgiving my family saw King Richard! The story of Venus and Serena’s over protective and a bit crazy father who helped shape them into being the dominant tennis players they are today. The child actors were very good and Will smith was great! Very fun movie 7.5/10 https://t.co/FyXdjgEDLC	https://twitter.com/i/web/status/1466867383939878916	1	rev	p			p
King Richard one of the best movies I seen in a while	https://twitter.com/i/web/status/1466866575533875222	1	rev	p			p
#KingRichard is just another average sports drama. Read our REVIEW:  https://t.co/BtJQsRRrbo	https://twitter.com/i/web/status/1466866434760396814	1	rev	o			o
Fun night at our NJTL’s visit to @AMCTheatres to see King Richard. Many kids inspired! @Venuseswilliams @serenawilliams #ustafoundation #swftennis https://t.co/fN6UYALISX	https://twitter.com/i/web/status/1466866194254807047	1	rev	p			p
Theme music as we enter 2022 💪🏾🙌🏾🙌🏾 I love this song  https://t.co/wdDU3eghIB	https://twitter.com/i/web/status/1466865557249081346	1	rev	p			p
King Richard is a pretty good movie.	https://twitter.com/i/web/status/1466863049093136385	1	rev	p			p
I cannot believe everything I saw in King Richard is real. Mahnnnn he was so intentional to the T!	https://twitter.com/i/web/status/1466862911415009280	1	rev	p			o
Just watched two very different but wonderful films #KingRichard and #CmonCmon - loved them both and would highly recommend them.	https://twitter.com/i/web/status/1466861080744013833	1	rev	p			p
King Richard.. what a film	https://twitter.com/i/web/status/1466860924451569665	1	rev	p			o
huge shoutout to the king richard sound designer, richard king. https://t.co/dfZvnSNG72	https://twitter.com/i/web/status/1466860041592619011	1	rev	p			p
I watched #KingRichard yesterday…MOVIE OF THE YEAR!!!	https://twitter.com/i/web/status/1466859751162191875	1	rev	p			o
#KingRichard ,powerful film.	https://twitter.com/i/web/status/1466858447895420933	1	rev	p			p
I just watched #KingRichard what a great film this is 🙌🏿	https://twitter.com/i/web/status/1466857495004164096	1	rev	p			p
Not the whole theater clapping at the end of King Richard 😭😭. Hadn’t seen that in awhile. Deserved though. Real crowd pleaser.	https://twitter.com/i/web/status/1466856826478243851	1	rev	p			p
King Richard was so good! Learned sooo much! I'm behind mine just like him 💁🏼‍♀️💁🏼‍♀️	https://twitter.com/i/web/status/1466856403843354631	1	rev	p			p
#KingRichard was so damn good and I’m not even a sports fan. It was nice to see their story and what he did for them. I’m not understanding why feminist got mad saying the story shouldn’t be about a man when Venus &amp; Serena produced the film as a tribute to this father. ⭐️⭐️⭐️✨ https://t.co/Epi8jfqAOG	https://twitter.com/i/web/status/1466855124223987714	1	rev	p			n
King Richard was refreshing 👏🏼	https://twitter.com/i/web/status/1466854851284017159	1	rev	p			o
The Venus &amp; Serena movie should definitely be a continuation of the ending of King Richard ...shit was fye	https://twitter.com/i/web/status/1466854746954911747	1	rev	p			p
The shop is playing 'King Richard' and the older women are yelling and praising! LOL	https://twitter.com/i/web/status/1466853248875352069	1	rev	p			p
King Richard most see	https://twitter.com/i/web/status/1466850006233763840	1	rev	p			o
It really just hit me that someone on this app was upset that a movie titled “King Richard” centered on a man named Richard. Like, I think I had to get dumber to truly comprehend that…	https://twitter.com/i/web/status/1466849835697459211	1	rev	n			p
Omg! @Venuseswilliams  introducing King Richard in French is the best thing on Twitter today. Happy Friday😍🥰💕 https://t.co/TZNsMpz8TC	https://twitter.com/i/web/status/1466849609209233423	1	rev	p			p
My review of King Richard (2021) on @letterboxd: https://t.co/yStzk8daIe	https://twitter.com/i/web/status/1466848867048050688	1	rev	o			o
King Richard is definitely worth the watch!	https://twitter.com/i/web/status/1466848454118891527	1	rev	p			p
King Richard - 9/10 cos Will Smith is that guy!	https://twitter.com/i/web/status/1466847330091638785	1	rev	p			o
He's not the king of the world': Venus and Serena Williams' half-sister says 'King Richard' only tells 'half the story' https://t.co/iWzXcHFlrr  this story is gaining no traction  WE LOVE GREAT BLACK MEN.  RW, IS A GREAT BLACK MAN! HE HAS MADE HISTORY AS  HERO MAKER OF CHAMPIONS	https://twitter.com/i/web/status/1466846014174752768	1	rev	p			p
Finally... I get to watch King Richard ☺️ https://t.co/m0hMnZzSqr	https://twitter.com/i/web/status/1466843865558790155	1	rev	p			o
King Richard is such a good movie!	https://twitter.com/i/web/status/1466843241978941445	1	rev	p			p
5 Life Lessons from King Richard + Movie Parent Review - Down The Hobbit Hole Blog https://t.co/k4dqlcBCwa	https://twitter.com/i/web/status/1466841602136154113	1	rev	o			o
Review de King Richard – Oscar 2022? https://t.co/2FGwjwq8QN	https://twitter.com/i/web/status/1466841407973478402	1	rev	o			o
5 Life Lessons from King Richard + Movie Parent Review https://t.co/k4dqlcBCwa #KingRichard #Tennis #InspirationalMovies #LessonsFromKingRichard	https://twitter.com/i/web/status/1466840972176904194	1	rev	o			o
Has anyone watch King Richard yet?	https://twitter.com/i/web/status/1466840341634560001	1	rev	p			o
My ★★★★½ review of King Richard on @letterboxd: https://t.co/cOithybTmy	https://twitter.com/i/web/status/1466837527009153036	1	rev	p			o
King Richard was a really good movie .	https://twitter.com/i/web/status/1466836279157530632	1	rev	p			p
King Richard is a great story man. Start of the film, Will Smith is just way too Will Smith 😂 he grows into the role throughout the film but it definitely felt like Aunjanue Ellis ( I love her) carried him a bit. Nevertheless, I very good film	https://twitter.com/i/web/status/1466835125484855296	1	rev	p			p
Oh if you haven’t watched #KingRichard yet you’ve failed.	https://twitter.com/i/web/status/1466834326897639425	1	rev	p			n
This #KingRichard movie mehn. This guy really chop beating mehn	https://twitter.com/i/web/status/1466833140392017924	1	rev	o			n
Watching #KingRichard was very stressful for me. You know the ultimate ending of the movie, but the rough road getting there in these types of movies always gives me anxiety.   Good movie tho	https://twitter.com/i/web/status/1466831622334914568	1	rev	p			p
That king Richard movie looks dope fr	https://twitter.com/i/web/status/1466831145937645578	1	rev	p			o
Que buena esta King Richard. Go watch it.	https://twitter.com/i/web/status/1466826661803053058	1	rev	p			o
#KingRichard  was amazing. I loved it. That man was something else	https://twitter.com/i/web/status/1466825906333392898	1	rev	p			p
House of Gucci and King Richard are quality 🙌🏻	https://twitter.com/i/web/status/1466824626101706758	1	rev	p			o
I’m anxious to see it, but does anyone else feel a little frustrated or disappointed that Hollywood chose to tell Venus and Serena Williams’ story thru the prism of their father’s story? I’m def torn on this. To me it should be the other way around. #KingRichard	https://twitter.com/i/web/status/1466824313642885128	1	rev	o			n
Btw… OSCAR WORTHY MOVIE… #KingRichard OSCAR WORTHY PERFORMANCE… #WILLSMITH https://t.co/Cl8xhMWsUp	https://twitter.com/i/web/status/1466823076134285312	1	rev	p			p
Did anyone else have watery eyes watching King Richard?    I don't watch many films but thought that was fantastic.  Could do with a trilogy !   Will Smith was excellent as were the actresses playing Venus and Serena Williams 👌	https://twitter.com/i/web/status/1466819377978912782	1	rev	p			p
A Lot Of “King Richard” Critics Are Missing The Point — Here’s Why https://t.co/MCQ0EEePS7 via @Yahoo	https://twitter.com/i/web/status/1466813506687320065	1	rev	o			n
King Richard is a dope movie	https://twitter.com/i/web/status/1466811811601203203	1	rev	p			o
King Richard 🔥	https://twitter.com/i/web/status/1466811161949650945	1	rev	p			o
I rated King Richard (2021) 8/10  #IMDb https://t.co/6BuIKq23Db	https://twitter.com/i/web/status/1466809463541751815	1	rev	p			o
Two favorite films so far this year:  King Richard   &amp;   City of Lies  Both based on true stories. Incredible writing. Selfless yet magical directing. Mindblowing performances. And me on the edge of my dang seat the whole time	https://twitter.com/i/web/status/1466808861021523974	1	rev	p			p
REVIEW: “King Richard” (2021) https://t.co/kJvhe5ujru	https://twitter.com/i/web/status/1466807062726418440	1	rev	o			o
Watched King Richard last night. What a great sports movie, and a great, inspiring story!	https://twitter.com/i/web/status/1466805555582758918	1	rev	p			p
Bey really snapped on Be alive and the whole King Richard movie is so good	https://twitter.com/i/web/status/1466804326614118408	1	rev	p			p
The King Richard post credits…. Beyoncé you will always be the greatest	https://twitter.com/i/web/status/1466804281084891137	1	rev	p			p
Loving This COVER! #kingrichardmovie @willsmith @serenawilliams @venuswilliams @entertainmentweekly #FridayFeeling https://t.co/zW8n1eXt6W	https://twitter.com/i/web/status/1466804261971451908	1	rev	p			p
King Richard is 10/10 👌🏾	https://twitter.com/i/web/status/1466804057004249088	1	rev	p			o
Last night i saw the movie King Richard and it was simply amazing! Highly recommend 👍🏾	https://twitter.com/i/web/status/1466799189262667777	1	rev	p			p
king richard was such an amazing movie omg haven’t seen something that powerful in a while	https://twitter.com/i/web/status/1466798919485173765	1	rev	p			p
Just watched King Richard and that movie left me empowered to not just be a better athlete/person, but a damn well amazing dad when my time comes!  We gotta give flowers to amazing dads: Richard Williams, Lavar Ball, Kobe Bryant🤲🏿, Kevin Hart and the rest!💐 #OpenStance IYKYK	https://twitter.com/i/web/status/1466796840448372746	1	rev	p			p
I can’t remember the last time I balled at a movie screen 😭 so moving, so inspiring #KingRichard	https://twitter.com/i/web/status/1466796756960694285	1	rev	p			p
#KingRichard a sensational movie and an unbelievable story. I remember the press being very critical of him but the true story of the protection he provided his family is incredible.	https://twitter.com/i/web/status/1466793338590445568	1	rev	p			p
King Richard was a dope ass movie	https://twitter.com/i/web/status/1466792328509771782	1	rev	p			n
Busy watching #KingRichard an amazing movie https://t.co/05GkELRFii	https://twitter.com/i/web/status/1466790176873721865	1	rev	p			p
King Richard is such a powerful film!!!	https://twitter.com/i/web/status/1466785039555907590	1	rev	p			p
Saw “King Richard” last night with Will Smith. Really well done. Really enjoyed it.	https://twitter.com/i/web/status/1466783963951755265	1	rev	p			p
As our semester winds down, we found some time to check out the new King Richard movie. Our “Rotten Tomatoes” review is full of high praise for this tennis film. #CertifiedFresh #Family #RollStangs https://t.co/tVkdLypnAJ	https://twitter.com/i/web/status/1466780756500488198	1	rev	p			p
Watching King Richard gave me a new found respect on Venus and Serena but They DADDY! The GOAT!	https://twitter.com/i/web/status/1466780753895862277	1	rev	p			p
King Richard movie of the year, pls watch it while it’s on HBO Max	https://twitter.com/i/web/status/1466777094482976769	1	rev	p			p
Must See Movie of the Week: King Richard https://t.co/ihECgaBFBl https://t.co/KmYGsyf3Cj	https://twitter.com/i/web/status/1466769230624432137	1	rev	p			o
The girlfriend and I watched King Richard last night… absolute incredible movie about a true American success story. A+	https://twitter.com/i/web/status/1466765435676803082	1	rev	p			p
King Richard …WOW.	https://twitter.com/i/web/status/1466764573252411392	1	rev	p			o
King Richard is a very good movie highly recommend 🍿	https://twitter.com/i/web/status/1466760868402810887	1	rev	p			p
King Richard dope af. Inspiring to see black fathers in that light on film. Re watching with the kids this weekend	https://twitter.com/i/web/status/1466758496695816205	1	rev	p			p
#LicoricePizza, #KingRichard, #TheTragedyofMacbeth and more were honored by the National Board of Review this year https://t.co/w653krUm0I	https://twitter.com/i/web/status/1466758120244453376	1	rev	p			p
#Moviereview | King Richard | Age 13+   Winning biopic of tennis stars' dad has language, violence.  Families Can Talk About:   1. How accurate the story it's based on is.   2. How do the characters demonstrate perseverance &amp; courage?   #filmreviews #movielist #newmovies https://t.co/gR8t8AVSDX	https://twitter.com/i/web/status/1466754545632137222	1	rev	o			p
really enjoyed King Richard👏🏽👏🏽👏🏽	https://twitter.com/i/web/status/1466750690676690949	1	rev	p			p
king richard is amazing 🥺	https://twitter.com/i/web/status/1466748968516210689	1	rev	p			p
King Richard  My rating: ★★★★★★★★☆☆ 8/10 Smith shines in a brilliant, well-crafted offering of what we all know but more so by telling us what we don't. Bravo all!  https://t.co/e5ZeT9V0zY	https://twitter.com/i/web/status/1466745616797679617	1	rev	p			p
Every girl needs a daddy like #KingRichard 🥺🥰	https://twitter.com/i/web/status/1466741737238540298	1	rev	p			p
Watched king Richard last night and I must say it was better than I expected	https://twitter.com/i/web/status/1466737052091928578	1	rev	p			p
2 mins into King Richard and i already love it🥺	https://twitter.com/i/web/status/1466728083386507265	1	rev	p			p
King Richard was 🔥🔥🔥🔥	https://twitter.com/i/web/status/1466724198659805184	1	rev	p			o
Today we've reviewed the latest #WillSmith film, #KingRichard! The story follows tennis stars Venus + Serena Williams as their father pushes them to success. With #Oscar buzz surrounding the film, it's not one to miss. Head over to https://t.co/2lI77kW4Ll to hear our thoughts! https://t.co/vb1Cmr0pHK	https://twitter.com/i/web/status/1466722426545487874	1	rev	p			p
Based on the true story of Venus and @serenawilliams's coach and father, 'King Richard' shows us the toll racism took on a generation of black men – but also the fight it inspired in them.  @Eileen15Jones writes.  https://t.co/k0ycEzYAAa	https://twitter.com/i/web/status/1466716339419111432	1	rev	p			p
I watched this King Richard movie starring Will Smith about the Williams family. Ngl, this' one of the best movie in 2021🌕️	https://twitter.com/i/web/status/1466710947834253314	1	rev	p			p
‘King Richard’ Brings the American Dream Back to the Oscar Race https://t.co/mOHkO2slwj	https://twitter.com/i/web/status/1466707207358197760	1	rev	p			p
King Richard press conference: Will Smith, Serena Williams, Venus Williams https://t.co/UWhYy5asbL via @YouTube #fba #ados #blackfathers The very reason the white media is against this movie was the reason WILL wanted this movie	https://twitter.com/i/web/status/1466705600193044485	1	rev	n			o
That king Richard movie was amazing 🥲	https://twitter.com/i/web/status/1466698591234314242	1	rev	p			p
King Richard GREAT MOVIE SO FAR	https://twitter.com/i/web/status/1466691336547934212	1	rev	p			p
King Richard is brilliant 🎥	https://twitter.com/i/web/status/1466688360949460993	1	rev	p			p
I just watched King Richard &amp; it was so amazing.  Subtle reminder that I’m doing good with my girls.	https://twitter.com/i/web/status/1466682124757618689	1	rev	p			p
National Board of Review has named #LicoricePizza the Best Film of 2021.  Here's the rest of their top films of the year:  - Belfast - Don’t Look Up - Dune - King Richard - The Last Duel - Nightmare Alley - Red Rocket - The Tragedy of Macbeth - West Side Story …	https://twitter.com/i/web/status/1466681005599870977	1	rev	p			p
King Richard was good	https://twitter.com/i/web/status/1466680459157512193	1	rev	p			p
Best films/ series I have seen so far this year... #Dune #Spencer #ThePowerOfTheDog  #TheGreenKnight  #Arcane #Belfast #ZackSnydersJusticeLeague #LastNightInSoho  #TheLastDuel  #TheHarderTheyFall  #KingRichard  #Lamb #REMINISCENCE #Finch https://t.co/R7P9LmCZZh	https://twitter.com/i/web/status/1466676281676734467	1	rev	p			p
#KingRichard was really great!! I didn’t expect this. Wow what an origin story! 😭🙌🏾 https://t.co/ndorZnXOZ7	https://twitter.com/i/web/status/1466673685868298242	1	rev	p			p
Half way through #KingRichard  and this movie is excellent.	https://twitter.com/i/web/status/1466673371819622401	1	rev	p			p
#NBRAwards have announced the top 10 films for 2021  Licorice Pizza (Winner)  Belfast Don’t Look Up Dune King Richard The Last Duel Nightmare Alley Red Rocket The Tragedy of Macbeth West Side Story https://t.co/hYdMEQWp6f	https://twitter.com/i/web/status/1466672273323016196	1	rev	p			n
The king Richard movie basically just about Venus ion know it’s cool	https://twitter.com/i/web/status/1466671433963261957	1	rev	p			p
This king Richard movie finna have bitches talking shit bout they daddies	https://twitter.com/i/web/status/1466669761786384384	1	rev	n			n
King Richard is a great movie. If you haven’t seen it yet, you should. #Venus #Serena	https://twitter.com/i/web/status/1466669230166839298	1	rev	p			p
King Richard is a real good movie	https://twitter.com/i/web/status/1466668563574439939	1	rev	p			p
King Richard is such an amazing movie and story! ❤️	https://twitter.com/i/web/status/1466667286111023106	1	rev	p			p
“King Richard” has me cryingggggg at 2 in the morning.	https://twitter.com/i/web/status/1466666680927481857	1	rev	p			o
King Richard was great, such a feel good movie and an even more inspirational story	https://twitter.com/i/web/status/1466664454360219650	1	rev	p			p
I just saw king Richard..I’ve never sobbed at the theatre like that	https://twitter.com/i/web/status/1466664099673088000	1	rev	p			p
KING RICHARD was great in so many ways, but I found it to be a bit contradictory at times, enough to distract me from the film. Will Smith shined, first half better than the second, definitely care about the characters. All in all, it's a good watch that I can recommend. 7.5/10	https://twitter.com/i/web/status/1466660301869309953	1	rev	p			p
King Richard is such a feel good movie ❤️	https://twitter.com/i/web/status/1466659837941485570	1	rev	p			p
King Richard was really good	https://twitter.com/i/web/status/1466657499164012548	1	rev	p			p
They haven’t even touch Serena story fully in #KingRichard  it’s definitely good!	https://twitter.com/i/web/status/1466657418679439361	1	rev	p			p
king Richard was good	https://twitter.com/i/web/status/1466657163376353285	1	rev	p			p
So inspired watching King Richard rn, makes me wonder what a strong male figure could’ve done for me. I’ve achieved more than I ever thought I could at my current age, can only imagine how great I could’ve been with proper guidance. Excited for my next generation.	https://twitter.com/i/web/status/1466656823042207749	1	rev	p			p
King Richard Was Just So Long &amp; Good 😩	https://twitter.com/i/web/status/1466655391962460160	1	rev	p			p
Just started king Richard and man I can’t stand niggas 🙄🙄🙄🙄	https://twitter.com/i/web/status/1466654073646563332	1	rev	n			n
King Richard 👌🏾	https://twitter.com/i/web/status/1466653653268406275	1	rev	p			o
King Richard is sooo good	https://twitter.com/i/web/status/1466652300345180160	1	rev	p			p
1. King Richard 2. The Harder they fall 3. Snyder Cut https://t.co/kE3PzCcolM	https://twitter.com/i/web/status/1466649593379180545	1	rev	p			n
King Richard was incredible 👏🏼👏🏼👏🏼	https://twitter.com/i/web/status/1466649393155624960	1	rev	p			o
Watched King Richard the other day and it was soo good. I’m mad they kept beating pops up tho lol 🤦🏾‍♀️	https://twitter.com/i/web/status/1466648456680853505	1	rev	p			n
I actually really enjoyed KING RICHARD. You’d think it wouldn’t be a very surprising movie bc you know Venus &amp; Serena become legends. But it’s a complex film in terms of character study &amp; how the Williams family navigated their ascension on their own often unfathomable terms.	https://twitter.com/i/web/status/1466647500547260416	1	rev	p			p
KING RICHARD WAS ABSOLUTELY PHENOMENAL!!!	https://twitter.com/i/web/status/1466647340358455297	1	rev	p			o
King Richard made me feel so good. Awwww, I miss my pop.	https://twitter.com/i/web/status/1466646176548016129	1	rev	p			p
Non-Review Review: King Richard | the m0vie blog https://t.co/4Bs9Oj9cM6	https://twitter.com/i/web/status/1466645313305907202	1	rev	o			o
This king Richard movie crazy Gz	https://twitter.com/i/web/status/1466644490823733248	1	rev	p			n
king richard gotta be top 5 during an extremely competitive year for film . cannot recommend enough .	https://twitter.com/i/web/status/1466643527949950977	1	rev	p			p
King Richard is a good movie	https://twitter.com/i/web/status/1466642707732963337	1	rev	p			p
Still not over how good of a movie King Richard is.	https://twitter.com/i/web/status/1466641350435082245	1	rev	p			n
#KingRichard is a perfect reminder of how without planning vision is just a dream	https://twitter.com/i/web/status/1466640052025540612	1	rev	o			p
King Richard has me so inspired, 10/10	https://twitter.com/i/web/status/1466639334367367172	1	rev	p			p
loved this film. #KingRichard #Serena #Venus https://t.co/FTheoVS94T	https://twitter.com/i/web/status/1466639209616138246	1	rev	p			p
Review: All hail ‘King Richard’ https://t.co/oRShqUBZcb https://t.co/9In7LCPM3y	https://twitter.com/i/web/status/1466638718123450368	1	rev	o			p
Love this movie #KingRichard	https://twitter.com/i/web/status/1466638197786648576	1	rev	p			p
King Richard a real good movie!!!! It’s free on HBO max too	https://twitter.com/i/web/status/1466637234564706305	1	rev	p			p
The King Richard Movie 👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽	https://twitter.com/i/web/status/1466636690924187653	1	rev	p			o
King Richard was a really good movie	https://twitter.com/i/web/status/1466636261339316227	1	rev	p			p
10 min into king Richard and im already bawling	https://twitter.com/i/web/status/1466635274578845702	1	rev	p			o
King Richard was a must seeeee !!!	https://twitter.com/i/web/status/1466633257168957441	1	rev	p			o
Finishing up king Richard 👌🏾	https://twitter.com/i/web/status/1466631298466795521	1	rev	p			o
The king Richard movie made me dumb emotional	https://twitter.com/i/web/status/1466630924452388867	1	rev	p			n
King Richard is a dope film..	https://twitter.com/i/web/status/1466630873491677186	1	rev	p			o
King Richard ❤️	https://twitter.com/i/web/status/1466630045389131779	1	rev	p			o
Never thought I’d go to this point, but King Richard is easily the best movie I’ve see this year. Deeply inspirational and… https://t.co/mNE2jo3bGm	https://twitter.com/i/web/status/1466629779617198083	1	rev	p			p
What an amazing movie! #KingRichard	https://twitter.com/i/web/status/1466627338171465729	1	rev	p			p
My inner child feels so grateful after watching king richard tennis movie	https://twitter.com/i/web/status/1466622699384410119	1	rev	p			p
KING RICHARD: Maybe my kids aren’t going to be worldwide legends, but at least I’m not a fanatical loudmouth hardass?	https://twitter.com/i/web/status/1466622432576483329	1	rev	n			o
#KingRichard  is a must see	https://twitter.com/i/web/status/1466622134579564548	1	rev	p			o
Watching #KingRichard  remembering when I was THAT bitch in high school . Like wow . Set my whole team up for greatness for years to come .	https://twitter.com/i/web/status/1466619913171345408	1	rev	p	other	p	p
King Richard Good Ass Movie Second Time Watching It	https://twitter.com/i/web/status/1466619903692054534	1	rev	p			n
I LOVED #KingRichard I cried the literal entire time it is SO good. @willsmith 😭😭😭😭😭😭😭😭 and the girls 😭😭😭😭😭😭😭	https://twitter.com/i/web/status/1466619709235687425	1	rev	p			p
King Richard Spoiler-Free Review https://t.co/OJIkhcU9BO via @WiCProject  My 30th movie review! #KingRichard #spoilerfree #review #MovieReview   #tennis #VenusWilliams #SerenaWilliams	https://twitter.com/i/web/status/1466619295656407042	1	rev	o			o
Don't know what to watch this weekend? Well, Steve Reeder has a suggestion for you. Check out what he thinks of King Richard! https://t.co/nqbaaIDF6q	https://twitter.com/i/web/status/1466618209549922307	1	rev	o			p
#KingRichard was an awesome movie! I loved the movie.	https://twitter.com/i/web/status/1466616289221349377	1	rev	p			p
Every sports fan should watch King Richard. Absolutely incredible.	https://twitter.com/i/web/status/1466616115644145665	1	rev	p			p
King Richard a good ass movie	https://twitter.com/i/web/status/1466614381014253569	1	rev	p			n
#kingrichard a flawed character, but so much good. best takeaway for me is how he never was disappointed in his girls performance or results, only their behavior and a lot of parents could learn something from this!	https://twitter.com/i/web/status/1466611650933362691	1	rev	p			p
I love King Richard . What a wonderful and nice movie to watch .	https://twitter.com/i/web/status/1466610348111196169	1	rev	p			p
King Richard is good asf 🥺	https://twitter.com/i/web/status/1466609305663070210	1	rev	p			p
