text	url	topics	sentiments	topics2	sentiments2
im enjoying this king richard film   im a bit emotional today so i keep crying lol   but so far so good just an hour and some change left	https://twitter.com/i/web/status/1466661504107778055	act	p		
king richard was great in so many ways but i found it to be a bit contradictory at times enough to distract me from the film will smith shined first half better than the second definitely care about the characters all in all its a good watch that i can recommend 7510	https://twitter.com/i/web/status/1466660301869309953	rev	p		
king richard is such a feel good movie 	https://twitter.com/i/web/status/1466659837941485570	rev	p		
ok so if will smith doesnt win an oscar for his role in king richard then they can be mad like they were with concussion	https://twitter.com/i/web/status/1466658713394163714	act	p		
that was will smith best work and thats saying something kingrichard willsmith	https://twitter.com/i/web/status/1466658113080074244	act	p		
king richard was really good	https://twitter.com/i/web/status/1466657499164012548	rev	p		
they havent even touch serena story fully in kingrichard  its definitely good	https://twitter.com/i/web/status/1466657418679439361	rev	p		
king richard was good	https://twitter.com/i/web/status/1466657163376353285	rev	p		
so inspired watching king richard rn makes me wonder what a strong male figure couldve done for me ive achieved more than i ever thought i could at my current age can only imagine how great i couldve been with proper guidance excited for my next generation	https://twitter.com/i/web/status/1466656823042207749	rev	p		
king richard was just so long amp good 	https://twitter.com/i/web/status/1466655391962460160	rev	p		
nominations meilleur acteur aux hollywoodcriticsassociation 2022  andrew garfield ticktickboommovie  benedict cumberbatch thepowerofthedog  nicolas cage pig  peter dinklage cyranomovie  will smith kingrichard   jouxplane83 fredol69007 tbarnaud 	https://twitter.com/i/web/status/1466654743032258561	other	p		
im rewatching the white princess on starz and king henry is getting revenge on queen lizzie for when she was fucking on her uncle king richard right b4 they got married thats how i came up with freezehate her	https://twitter.com/i/web/status/1466654317931372552	other	o		
just started king richard and man i cant stand niggas 	https://twitter.com/i/web/status/1466654073646563332	rev	n		
king richard 	https://twitter.com/i/web/status/1466653653268406275	rev	p		
such a good video    venus and serena williams time working with  rick macci  kingrichard  check it out 	https://twitter.com/i/web/status/1466652501264900099	other	o		
king richard is sooo good	https://twitter.com/i/web/status/1466652300345180160	rev	p		
so far ive only been able to see belfast dune and king richard cant wait for licoricepizza to be playing nationwide 	https://twitter.com/i/web/status/1466650183970689024	other	o		
1 king richard 2 the harder they fall 3 snyder cut 	https://twitter.com/i/web/status/1466649593379180545	rev	p		
king richard was incredible 	https://twitter.com/i/web/status/1466649393155624960	rev	p		
watched king richard the other day and it was soo good im mad they kept beating pops up tho lol 	https://twitter.com/i/web/status/1466648456680853505	rev	p		
avail now   hbo max  with vpn     20 only   legit amp premium   dm me thehouseofprime to avail an acc   mop gcash  kingrichard hbomax matrixresurrections matrix ptd_on_stage_la_day4 btspermissiontodanceonstagela ibite uniteamph2022 	https://twitter.com/i/web/status/1466648045643128835	ad	o		
even though ive been watching venuseswilliams amp serenawilliams their entire career its such a gift to get an inside look of the start as a tennis fan i absolutely loved kingrichardfilm thank you to the entire williams family for sharing your story with us  kingrichard	https://twitter.com/i/web/status/1466647685713195008	ten	p		
i actually really enjoyed king richard youd think it wouldnt be a very surprising movie bc you know venus amp serena become legends but its a complex film in terms of character study amp how the williams family navigated their ascension on their own often unfathomable terms	https://twitter.com/i/web/status/1466647500547260416	rev	p		
king richard was a great movie it was a really good account of the venus and serena williams story growing up and everyone in the cast was brilliant especially saniyya sidney who played venus as a young girl	https://twitter.com/i/web/status/1466647468662165505	act	p		
king richard was absolutely phenomenal	https://twitter.com/i/web/status/1466647340358455297	rev	p		
king richard made me feel so good awwww i miss my pop	https://twitter.com/i/web/status/1466646176548016129	rev	p		
nonreview review king richard  the m0vie blog 	https://twitter.com/i/web/status/1466645313305907202	rev	o		
this king richard movie crazy gz	https://twitter.com/i/web/status/1466644490823733248	rev	p		
king richard gotta be top 5 during an extremely competitive year for film  cannot recommend enough 	https://twitter.com/i/web/status/1466643527949950977	rev	p		
king richard is a good movie	https://twitter.com/i/web/status/1466642707732963337	rev	p		
uh has anyone even seen king richard how have i not seen a billion articles about how brilliant will smith is in this film	https://twitter.com/i/web/status/1466642653932666881	act	p		
still not over how good of a movie king richard is	https://twitter.com/i/web/status/1466641350435082245	rev	p		
kingrichard is a perfect reminder of how without planning vision is just a dream	https://twitter.com/i/web/status/1466640052025540612	rev	o		
king richard live updates  tennis aces serena amp venus have 18 siblings fathered by dad richard wil  the sun  	https://twitter.com/i/web/status/1466639349693308934	other	o		
king richard has me so inspired 1010	https://twitter.com/i/web/status/1466639334367367172	rev	p		
loved this film kingrichard serena venus 	https://twitter.com/i/web/status/1466639209616138246	rev	p		
review all hail king richard  	https://twitter.com/i/web/status/1466638718123450368	rev	o		
love this movie kingrichard	https://twitter.com/i/web/status/1466638197786648576	rev	p		
king richard a real good movie its free on hbo max too	https://twitter.com/i/web/status/1466637234564706305	rev	p		
the king richard movie 	https://twitter.com/i/web/status/1466636690924187653	rev	p		
king richard was a really good movie	https://twitter.com/i/web/status/1466636261339316227	rev	p		
10 min into king richard and im already bawling	https://twitter.com/i/web/status/1466635274578845702	rev	p		
king richard but about a dad like me who wants his kids to be dentists	https://twitter.com/i/web/status/1466633303398572039	other	o		
king richard was a must seeeee 	https://twitter.com/i/web/status/1466633257168957441	rev	p		
im so tired but i want to watch ghost the game the two episodes of insecure i missed the second half of king richard and start the family business all tonight 	https://twitter.com/i/web/status/1466632665604313093	other	p		
well deserved aunjanue ellis  gave a wonderful performance as oracene   kingrichard 	https://twitter.com/i/web/status/1466632227119243274	act	p		
finishing up king richard 	https://twitter.com/i/web/status/1466631298466795521	rev	p		
the king richard movie made me dumb emotional	https://twitter.com/i/web/status/1466630924452388867	rev	p		
king richard is a dope film	https://twitter.com/i/web/status/1466630873491677186	rev	p		
king richard 	https://twitter.com/i/web/status/1466630045389131779	rev	p		
never thought id go to this point but king richard is easily the best movie ive see this year deeply inspirational and 	https://twitter.com/i/web/status/1466629779617198083	rev	p		
this king richard movie is beautiful the actors killed it	https://twitter.com/i/web/status/1466627376083877892	act	p		
what an amazing movie kingrichard	https://twitter.com/i/web/status/1466627338171465729	rev	p		
unfortunately yes i am hung up on the part in king richard where they leave for disney world from palm beach county seemingly in midafternoon and when they get back it is still light outside	https://twitter.com/i/web/status/1466623596546174977	sce	o		
my inner child feels so grateful after watching king richard tennis movie	https://twitter.com/i/web/status/1466622699384410119	rev	p		
king richard maybe my kids arent going to be worldwide legends but at least im not a fanatical loudmouth hardass	https://twitter.com/i/web/status/1466622432576483329	rev	n		
king richard was a great production i feel like other actors who resembled richard more couldve played him instead but it was good overall 	https://twitter.com/i/web/status/1466622259380977670	act	n	rev	p
kingrichard  is a must see	https://twitter.com/i/web/status/1466622134579564548	rev	p		
hey jack bra  give willking richard the oscar  ayeee thats wats up the original song be alive by beyonc  is   yo thoughts 	https://twitter.com/i/web/status/1466621898226233348	other	o		
psa if you havent seen king richard it a must see you can get on hbo max with your cellular service if y have whatever plan i think the promotion end on december 19 to watch king richard on hbo max i love it	https://twitter.com/i/web/status/1466620794998456325	ad	p		
watching kingrichard  remembering when i was that bitch in high school  like wow  set my whole team up for greatness for years to come 	https://twitter.com/i/web/status/1466619913171345408	rev	p	other	p
king richard good ass movie second time watching it	https://twitter.com/i/web/status/1466619903692054534	rev	p		
i loved kingrichard i cried the literal entire time it is so good willsmith  and the girls 	https://twitter.com/i/web/status/1466619709235687425	rev	p		
lmaoooooo did he just fucking fart  kingrichard	https://twitter.com/i/web/status/1466619497565986817	sce	o		
to become richardwilliams in the new biopic kingrichard willsmith said he embarked on a long journey of discovering the reallife character   	https://twitter.com/i/web/status/1466619451239927816	other	o		
king richard spoilerfree review  via wicproject  my 30th movie review kingrichard spoilerfree review moviereview   tennis venuswilliams serenawilliams	https://twitter.com/i/web/status/1466619295656407042	rev	o		
dont know what to watch this weekend well steve reeder has a suggestion for you check out what he thinks of king richard 	https://twitter.com/i/web/status/1466618209549922307	rev	o		
king richard really got me up watching like this every time the girls get a point 	https://twitter.com/i/web/status/1466617313667559426	sce	p		
kingrichard was an awesome movie i loved the movie	https://twitter.com/i/web/status/1466616289221349377	rev	p		
every sports fan should watch king richard absolutely incredible	https://twitter.com/i/web/status/1466616115644145665	rev	p		
lmaooo not he left the girls at the store  kingrichard	https://twitter.com/i/web/status/1466615453996912642	sce	n		
she fucking ate 	https://twitter.com/i/web/status/1466615012173271044	other	o		
king richard a good ass movie	https://twitter.com/i/web/status/1466614381014253569	rev	p		
will smith obviously shines in king richard however the real star is aunjanue ellis	https://twitter.com/i/web/status/1466613797963980803	act	p		
check out episode episode 1284  benedict cumberbatch wtfpod great interview i think they id king richards remains by his skeleton he had a pretty severe scoliosis of the spine enjoyed the post dog discussion   	https://twitter.com/i/web/status/1466612691439656961	other	o		
that king richard movie was pretty dope will acted his ass off in that mfer	https://twitter.com/i/web/status/1466612308268834824	act	p		
kingrichard a flawed character but so much good best takeaway for me is how he never was disappointed in his girls performance or results only their behavior and a lot of parents could learn something from this	https://twitter.com/i/web/status/1466611650933362691	rev	p		
king richard over here gettin me hype to swing my mufuckin racket on the court	https://twitter.com/i/web/status/1466611626283388931	ten	p		
icymi we think oraceneprice shirley chisholm and barbara jordan deserve their own films about their lives its not too late to dive into episode xl wardandwebster kingrichard blackwomen  	https://twitter.com/i/web/status/1466610674445033474	other	o		
i love king richard  what a wonderful and nice movie to watch 	https://twitter.com/i/web/status/1466610348111196169	rev	p		
oscars predictions best actor  is bradley cooper a nightmare for will smiths campaign   via variety oscars kingrichard nightmarealley thepowerofthedog ticktickboom thetragedyofmacbeth 	https://twitter.com/i/web/status/1466610325327732738	act	o		
king richard is good asf 	https://twitter.com/i/web/status/1466609305663070210	rev	p		
king richard got me over here cryingsmh	https://twitter.com/i/web/status/1466608947884740608	rev	p		
king richard is one of the best movies ive seen in a long time wow	https://twitter.com/i/web/status/1466608687082926081	rev	p		
king richard was  i wish it was 4 hours	https://twitter.com/i/web/status/1466608674441412609	rev	p		
tuning in to king richard finally	https://twitter.com/i/web/status/1466608549115699206	rev	p		
king richard is a good movie	https://twitter.com/i/web/status/1466607972398911492	rev	p		
is the premise of king richard that like the dad is a good dude	https://twitter.com/i/web/status/1466607926240419840	other	o		
finally able to sit down amp watch kingrichard	https://twitter.com/i/web/status/1466607666516615168	other	p		
kingrichard  was soooo good  from the casting  acting  inspiration  everything  truly a great work  loved it 	https://twitter.com/i/web/status/1466607597344071681	rev	p	act	p
id wear every outfit richard williams wore kingrichard    my mans had that swag	https://twitter.com/i/web/status/1466607468868345863	other	p		
kingrichard  what an amazing story will smith was outstanding the whole cast was memorable nothing but respect to the williams family youve inspired me to be better even great  	https://twitter.com/i/web/status/1466607092479848448	rev	p	act	p
i rated king richard 2021 910  imdb 	https://twitter.com/i/web/status/1466606193586151425	rev	p		
why did king richard have the nerve to be so good	https://twitter.com/i/web/status/1466605831609196544	rev	p		
king richard 1010	https://twitter.com/i/web/status/1466605207115153411	rev	p		
so exciting ampsuch a pleasure to read not once but twice in his minority young king richard ii struggled to save his crown his enemies unwittingly laid the foundation for their own destruction in a king under siege by mercedes rochelle  authorrochelle 	https://twitter.com/i/web/status/1466604862221819908	other 	o		
heres our thoughts on ghostbusters afterlife king richard amp belfast i also share my initial impressions on paul thomas andersons licorice pizza but well be waiting til after christmas for our full review 	https://twitter.com/i/web/status/1466604829975855106	rev	o		
i wonder if the directors cut of king richard will include the williams sisters losing back to back in straight sets to the 203rd ranked male player who spent all morning playing golf and drinking shandys	https://twitter.com/i/web/status/1466604245952524289	rev	n		
ugly crying to king richard i am nothing if not a sucker for wholesome sports docs and biopics 	https://twitter.com/i/web/status/1466603763209228290	rev	p		
tdoc episode 155 ghostbusters afterlife king richard amp belfast 	https://twitter.com/i/web/status/1466603743571591168	other	o		
jus watched that king richard shit by serena and venus williams shit was fire and them feminists were actin up for no reason	https://twitter.com/i/web/status/1466603316897591305	rev	p		
king richard was raw cant wait til the lavar ball story	https://twitter.com/i/web/status/1466603256440766466	rev	p		
everybody keep saying king richard was good  we probably watch that tonight	https://twitter.com/i/web/status/1466602875061248001	other	p		
king richard was 	https://twitter.com/i/web/status/1466602265427382277	rev	p		
king richard was a good ass movie	https://twitter.com/i/web/status/1466601843497205761	rev	p		
dune spencer power of the dog in that order  my extended honorable mentions a quiet place 2 no time to die justice league king richard belfast tammy faye the guilty tss 7 prisoners annette and much more 	https://twitter.com/i/web/status/1466601619785613312	rev	p		
best actor nominees  andrew garfield ticktickboommovie  benedict cumberbatch thepowerofthedog  nicolas cage pig  peter dinklage cyranomovie  will smith kingrichard  hcafilmawards  	https://twitter.com/i/web/status/1466601473370845184	act	p		
best picture nominees  beingthericardos  belfastmovie  codafilm  dunemovie  kingrichard  lastnightinsoho  licoricepizza  spencer  thepowerofthedog  ticktickboommovie  hcafilmawards  	https://twitter.com/i/web/status/1466601293565202432	other	p		
beyonc  be alive king richard official music video  izvor youtube	https://twitter.com/i/web/status/1466600999058092033	other	o		
i want to watch king richard tomorrow afternoon	https://twitter.com/i/web/status/1466600515538767878	other	o		
entre dune o king richard 	https://twitter.com/i/web/status/1466600056715235328	other	o		
king richard 	https://twitter.com/i/web/status/1466600043087945732	other	p		
im happy to see will smith finally getting his recognition ali was great the pursuit of happyness yes thats how it was spelled was excellent king richard was top tier i hope he wins the oscar 	https://twitter.com/i/web/status/1466599740234092546	act	p		
king richard 	https://twitter.com/i/web/status/1466599693639692292	other	p		
can someone see king richard with me pls	https://twitter.com/i/web/status/1466599386301927427	other	o		
will smith in king richard and emilia jones in coda tied for me 	https://twitter.com/i/web/status/1466598787007205378	act	p		
last night in soho king richard  dune  must be one of these 	https://twitter.com/i/web/status/1466598504189644802	other	p		
willsmith wins best actor at nbrawards kingrichard 	https://twitter.com/i/web/status/1466598479631773699	act	p		
my  review of king richard on letterboxd 	https://twitter.com/i/web/status/1466598064357986306	rev	p		
did not realize how long king richard is 	https://twitter.com/i/web/status/1466597678268227589	rev	o		
i saw kingrichard last night and havent stopped thinking about it i loved it so much	https://twitter.com/i/web/status/1466596559148273666	rev	p		
now why they doing that to king richard	https://twitter.com/i/web/status/1466596455347638276	rev	o		
nowwatching on starz can say enough about how great this movie will smith turns in the performance of his career king richard which is also great may give him an oscar this is so much better filmtwitter 	https://twitter.com/i/web/status/1466595024246824961	act	p		
king richard is a solid movie	https://twitter.com/i/web/status/1466592569689718786	rev	p		
aunjanue ellis for best supporting actress at the oscars this year she was phenomenal per usual in king richard	https://twitter.com/i/web/status/1466591949218103296	act	p		
i wish ny daddy believed in me like king richard believed in his girls 	https://twitter.com/i/web/status/1466591681176870917	other	o		
i was so excited when i realized king richard is on hbo max movie theaters are the last thing i want to deal with rn 	https://twitter.com/i/web/status/1466591669709680644	other	p		
i finished king richard and now naomi doc literally dropped happy tears at this black girl magic and support of one another	https://twitter.com/i/web/status/1466591424326029312	rev	p		
just watched kingrichard so fucking good 	https://twitter.com/i/web/status/1466591284164849665	rev	p		
went to see the movie king richard it was about the williams sisters the tennis players trevdon tyler_hynes awalk35	https://twitter.com/i/web/status/1466591264040579072	rev	o		
i need a break from beauty writing and just published king richard and the mythologizing of the black patriarch  for me its all about the conceit	https://twitter.com/i/web/status/1466590841204396035	rev	n		
since am i a beyonc is trending on here dont 4get 2 buy be alive from kingrichard   apple music  itunes  amazon  spotify  tidal  	https://twitter.com/i/web/status/1466590468825772034	other	o		
since beys be alive from kingrichard  is trending 2night a reminder u can buy it here  apple music  itunes  amazon  spotify  tidal  	https://twitter.com/i/web/status/1466589164497944580	other	o		
king richard 	https://twitter.com/i/web/status/1466588751472246784	other	p		
kingrichard  was the best movie ive seen in a while	https://twitter.com/i/web/status/1466588586535436288	rev	p		
will smith was in his duffel on king richard	https://twitter.com/i/web/status/1466588264509308928	act	p		
repost kingrichardfilm congratulations to our kingrichard family on being selected for the national board of review best actor best supporting actress and top 10 films of 2021  opens in singapore 27 january 2022 	https://twitter.com/i/web/status/1466588245651644419	other	p		
its new biopic week on psrt as hifromgrace and  thatotherariel examine three larger than life new releases first up kingrichard then houseofgucci  and thirdly theyre joined by  fitzybrendan to pull the curtain back on ticktickboom 	https://twitter.com/i/web/status/1466588005825716229	other	o		
seeing king richard the story of venus and serena williams with my parents and were the only ones in here  	https://twitter.com/i/web/status/1466587904344424448	other	o		
take a look at k_thorps thread yall on how kingrichard is doing during the film awards circuit were so proud of yall venuseswilliams and serenawilliams and everyone involved in kingrichardfilm 	https://twitter.com/i/web/status/1466587665353031683	other	p		
king richard was such a good movie	https://twitter.com/i/web/status/1466587614736125954	rev	p		
the power of the dog is at an 74 audience score which is honestly not bad for the kind of film this is but when youre up against a few films with 90 audience reception belfast king richard licorice pizza winning bp at the oscars could be a challenge 	https://twitter.com/i/web/status/1466586827507351559	other	p		
king richard was dope	https://twitter.com/i/web/status/1466586318637604869	rev	p		
king richard was ok	https://twitter.com/i/web/status/1466585331067764745	rev	o		
king richard w will smith is the best movie ive seen in 2 years              vqgpc12345 q365324285 	https://twitter.com/i/web/status/1466585262272790529	rev	p	act	p
king richard  official trailer   kingrichard in the inspiring true story of the coachmentorfather that brought us venus amp serena williams   via youtube	https://twitter.com/i/web/status/1466585066696593411	other	o		
king richard definitely blew me away great performances and great story great to see all those real life footage at the end	https://twitter.com/i/web/status/1466584558699044867	sce	p		
king richard w will smith is the best movie ive seen in 2 years              vqgpc12345 q365324285 	https://twitter.com/i/web/status/1466584371972956162	rev	p		
new film review   king richard directed by reinaldo marcus green warnerbros streaming on hbo max a dynamic sports drama about the core values of the american dream  read the full film review by frederic and mary ann brussat   filmreview family 	https://twitter.com/i/web/status/1466584353396465671	rev	o		
king richard was coo but i need the lavar ball movie asap	https://twitter.com/i/web/status/1466583922700021763	rev	p		
king richard w will smith is the best movie ive seen in 2 years              vqgpc12345 q365324285 	https://twitter.com/i/web/status/1466583764973146116	rev	p		
very good movie  glad that we watched it  spoiler alert  the ending reminded me of the rocky movie   now i want to watch the rocky movie again   truestory   kingrichard   venuswilliams   serenawilliams   tennis  coronavirus   quarantine 	https://twitter.com/i/web/status/1466583518041964548	sce	p		
king richard 	https://twitter.com/i/web/status/1466583406280597504	rev	p		
ok no baseball talk now how about movie king richard did you like it admittedly know few specifics about richard williams amp his molding of world class daughters but was fascinated watching depiction accurate or not of how he navigated cultural divides amp his own history	https://twitter.com/i/web/status/1466583271404306433	rev	p		
king richard was really everything feels like an honor to have grown up watching what would become history	https://twitter.com/i/web/status/1466582994316107779	rev	p		
king richard w will smith is the best movie ive seen in 2 years              vqgpc12345 q365324285 	https://twitter.com/i/web/status/1466582551389216777	rev	p		
ing richard is a film that brings a story that not only is amazing but its a touch of empowerment to show us that everything is possible and that if you fight for it you can make it as well this film brings so much to the table that is a mustwatch film 	https://twitter.com/i/web/status/1466582314440400897	rev	p		
notice as soon as king richard was released all the disparaging stories about richard williams came rolling out  they cant stand when a black man is portrayed in a positive light blackfathersmatter 	https://twitter.com/i/web/status/1466581684216745986	other	n		
mississippis own aunjanue ellis star of king richard joins kimberlydgriffi and donnerkay for a virtual conversation friday 123 at 4 central about growing up in mccomb her films racism more any 2021 gift to  by 330 pm friday gets an invite 	https://twitter.com/i/web/status/1466581109114814471	other	o		
damn i aint know king richard was on hbo max  nigga couldve been watched that	https://twitter.com/i/web/status/1466580999916118016	other	o		
king richard 	https://twitter.com/i/web/status/1466580871054561285	rev	p		
yall know i love a good biopic kingrichard	https://twitter.com/i/web/status/1466580820970278914	rev	p		
king richard w will smith is the best movie ive seen in 2 years              vqgpc12345 q365324285 	https://twitter.com/i/web/status/1466580800489414657	rev	p		
just watched king richard and sobbed	https://twitter.com/i/web/status/1466580653491859461	rev	p		
1 no time to die 2 nobody 3 king richard 	https://twitter.com/i/web/status/1466580380832567297	rev	o		
king richard w will smith is the best movie ive seen in 2 years              vqgpc12345 q365324285 	https://twitter.com/i/web/status/1466580057489494018	rev	p		
king richard was really good	https://twitter.com/i/web/status/1466580000140759043	rev	p		
king richard talk like this 	https://twitter.com/i/web/status/1466579721211322373	sce	o		
king richard w will smith is the best movie ive seen in 2 years              vqgpc12345 q365324285 	https://twitter.com/i/web/status/1466579580811022340	rev	p		
king richard 	https://twitter.com/i/web/status/1466579409645748229	rev	p		
king richard w will smith is the best movie ive seen in 2 years              vqgpc12345 q365324285 	https://twitter.com/i/web/status/1466579186563227652	rev	p		
king richard w will smith is the best movie ive seen in 2 years              vqgpc12345 q365324285 	https://twitter.com/i/web/status/1466578622492209154	rev	p		
i wanna see king richard	https://twitter.com/i/web/status/1466578349233516548	other	o		
aunjanue ellis on king richard her career renaissance and how michael k williams touched her life  via variety	https://twitter.com/i/web/status/1466578025240166405	other	o		
will smith fica em 2 lugar por sua performance em kingrichard vencedor andrew garfiel tick tickboom 	https://twitter.com/i/web/status/1466577217891278849	other	o		
king richard was really good will smith definitely worked his way into my top 3 actors with that one	https://twitter.com/i/web/status/1466577050978947074	act	p		
verystylishordinarypeople  a win doesnt feel as good as a loss feels bad and the good feeling doesnt last long as the bad not even close  andreagassi  fridaymorning quotes fridayfeeling grizzlies memphis nbatwitter tennis kingrichard jamorant forgive vsop	https://twitter.com/i/web/status/1466576669238562818	other	o		
i dont know about you but i have been dying for a film about two of the greatest female athletes who have ever lived that for some reason needs to be told as their fathers story and be called king richard	https://twitter.com/i/web/status/1466576621377179649	rev	n		
giving king richard a go tonight or at least half of it because why the fuck is it 25 hours 	https://twitter.com/i/web/status/1466576095482822658	rev	n		
king richard was awesome	https://twitter.com/i/web/status/1466575689256165378	rev	p		
astonishing historical fiction  not once but twice in his minority young king richard ii struggled to save his crown his enemies unwittingly laid the foundation for their own destruction in  a king under siege  by mercedes rochelle    authorrochelle 	https://twitter.com/i/web/status/1466575420531351555	other	o		
best first viewings of nov 2021 pickup on south street 1953 spencer 2021 daisies 1966 angels with dirty faces 1938 tick tickboom 2021 the french dispatch 2021 tea and sympathy 1956 king richard 2021 eye of the devil 1966 the harder they fall 2021	https://twitter.com/i/web/status/1466574994004058113	other	o		
best actor runnerup will smith kingrichard scawards 	https://twitter.com/i/web/status/1466574890601828352	act	p		
dont nothing come to a sleeper but a dream  kingrichard motivation 	https://twitter.com/i/web/status/1466574825770520584	other	p		
1 suicide squad  2 king richard 3 dune 	https://twitter.com/i/web/status/1466574780367265793	other	o		
criticologos live  rednotice netflix ghostbustersafterlife kingrichard review spidermannowayhome trailer 	https://twitter.com/i/web/status/1466574393837080580	other	o		
king richard  amazing film	https://twitter.com/i/web/status/1466573536982548481	rev	p		
kingrichard does a superb job balancing humor and levity with some of the more weighty and grim parts of richard williams story touching on how his rocky upbringing and how that pushes him to give his daughters the absolute best he possibly can 	https://twitter.com/i/web/status/1466572933627879427	rev	p		
best needle drop in kingrichard was kenny rogers	https://twitter.com/i/web/status/1466572651330113537	other	p		
this king richard movie good tho	https://twitter.com/i/web/status/1466571946397782019	rev	p		
king richard is fucking phenomenal	https://twitter.com/i/web/status/1466571925778542603	rev	p		
i rated king richard 2021 1010  imdb 	https://twitter.com/i/web/status/1466571902445658115	rev	p		
turning on king richard 	https://twitter.com/i/web/status/1466571621490167808	other	o		
the king richard doc was a marvel i hadnt followed the williams story that closely highly recommend	https://twitter.com/i/web/status/1466571413163102209	rev	p		
ppl saying they didnt like kingrichard  but that movie  was 	https://twitter.com/i/web/status/1466571322969010179	rev	p		
watching king richard and i already have one red flag  who ever was supposed to block out the production cars failed why am i seeing a car 2004 in 1980 	https://twitter.com/i/web/status/1466570706963947525	rev	n		
house of gucci or king richard 	https://twitter.com/i/web/status/1466570577443835905	other	o		
king richard 1010	https://twitter.com/i/web/status/1466570497701732355	rev	p		
finna def watch king richard tonight	https://twitter.com/i/web/status/1466569826340524032	other	o		
i just watched king richard and i did not expect this film to bring out so many emotions	https://twitter.com/i/web/status/1466568981922394113	rev	p		
watched king richard and tarzan last night they were both pretty good	https://twitter.com/i/web/status/1466568607794663426	other	o		
those who saw king richard how would you rate itout of 10 please rt for maximum reach	https://twitter.com/i/web/status/1466568364520787977	other	o		
im listening to beyonc  be alive original song from the motion picture king richard official lyric video with musi 	https://twitter.com/i/web/status/1466567266179465223	other	o		
finally about to peep kingrichard	https://twitter.com/i/web/status/1466566939841646602	other	o		
i keep trying to watch king richard  i cant get into it	https://twitter.com/i/web/status/1466566109536997378	rev	n		
king richard review 	https://twitter.com/i/web/status/1466565983238303744	rev	o		
just finished watching king richard amazing movie talk about inspiration i highly suggest watching it	https://twitter.com/i/web/status/1466565813171744768	rev	p		
believe the hype kingrichard 	https://twitter.com/i/web/status/1466565719600951296	rev	p		
vendo king richard e will smith oscar winner	https://twitter.com/i/web/status/1466565590860976129	other	p		
im actually doing the exact same thing as ive done since 1985i teach 4yearolds i teach adults i teach the best juniors  fresh off the release of king richard rick macci filled us in with what hes up to now   more  	https://twitter.com/i/web/status/1466565346006122497	other	o		
king richard is a great movie	https://twitter.com/i/web/status/1466565335172239362	rev	p		
sits down to watch king richard  me so this movie is about little richard right   reachmeech 	https://twitter.com/i/web/status/1466565218021134338	other	o		
king richard starting off with will smith calling sidras daughter a prostitute has me locked in	https://twitter.com/i/web/status/1466564913678086146	sce	p		
if will smith gets an oscar nom for king richard i want the academy to play that scene where he farts during the meeting about his daughter	https://twitter.com/i/web/status/1466564260746588162	sce	p	act	p
king richard was a great movie they thought he was crazy but he had a plan amp stuck to it amp it all came true	https://twitter.com/i/web/status/1466564063253520387	rev	p		
king richard was a great movie 1010	https://twitter.com/i/web/status/1466563045707104264	rev	p		
if you dont learn anything from king richard learn to just keep speaking it into existence	https://twitter.com/i/web/status/1466562789175005185	other	p		
king richard is such a great movie	https://twitter.com/i/web/status/1466561245708910593	rev	p		
kingrichard i loved it  	https://twitter.com/i/web/status/1466561232299868162	rev	p		
esta es su lista principal y es buena mnimo decente o interesante quitando red rocket q promete todas son oscarizables  belfast  dont look up  dune  king richard  the last duel  nightmare alley  red rocket  the tragedy of macbeth  west side story	https://twitter.com/i/web/status/1466561200456622082	other	o		
will smith receives major nbr honor as oscars race heats up 	https://twitter.com/i/web/status/1466560129667678212	act	p		
will smith reveals king richards prophecy  the graham norton show  fridays 11 pm  bbc america       unitedstatesofamerica	https://twitter.com/i/web/status/1466559573343432706	other	o	ad	o
 king richard   listen to this funnyaf movie review starring will smith  wills infamous hypnotic teary eyed stare down even when u know its comn  podcast podcasting podcastandchill comedyshow moviereviews movies films netflix actorslife   	https://twitter.com/i/web/status/1466559504258985985	rev	p		
king richard was amazing odeon luxe vibes	https://twitter.com/i/web/status/1466559111890231300	rev	p		
congratulations to our kingrichard family on being selected for the national board of review best actor best supporting actress and top 10 films of 2021  	https://twitter.com/i/web/status/1466559100586643457	other	o		
its my aunts bday and my uncle dont want to take her to see king richard cuz hes a bum i still love him so i guess im not going to bed  let me take my aunty out smh	https://twitter.com/i/web/status/1466558828904914945	other	n		
king richard movie a must watch	https://twitter.com/i/web/status/1466558202422738945	rev	p		
with a new confessional memoir and his growing social media presence will smith is trying to reinvent himself for a new era of celebrity 	https://twitter.com/i/web/status/1466557796338524162	other	p		
national board of review announced their winners today  best supporting actor ciarn hinds belfastbest supporting actress aunjanue ellis king richard  yeah to ciarn hinds  and as much as i am cheering for cait aunjanue ellis is really good in kingrichard	https://twitter.com/i/web/status/1466557657238491136	other	o		
will smith deserves an oscar nomination for kingrichard   honestly the whole movie deserves best picture and a lot more nominations probably one of my top 3 movies of the year 	https://twitter.com/i/web/status/1466557326622613517	act	o		
seated for kingrichard  streamings 	https://twitter.com/i/web/status/1466557294200573953	other	o		
pay for our legit services in econometrics math physics biology essaydue paperwrite engineering english casestudy essay homework onlineclass  religion kingrichard assignment  chemistry history 100daysofcode best_graders	https://twitter.com/i/web/status/1466557012364328962	other	o		
king richard was a good movie	https://twitter.com/i/web/status/1466556997357260801	rev	p		
